Player,Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL
Patrick Mahomes,KAN,27,44,270,2,0,1,15,44,93.9,9,54,0,25,0,0,0,0,0,0,0
Derrick Gore,KAN,0,0,0,0,0,0,0,0,,7,30,0,6,1,0,0,0,0,0,0
Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,5,24,0,7,3,3,26,1,14,0,0
Darrel Williams,KAN,0,0,0,0,0,0,0,0,,7,17,0,5,4,3,30,0,17,0,0
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,1,10,0,10,11,8,103,0,44,0,0
Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,56,0,19,0,0
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,34,1,12,0,0
Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,19,0,11,0,0
Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,2,0,2,0,0
Josh Gordon,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Drew Lock,DEN,12,24,162,0,0,1,5,31,71.9,4,35,2,23,0,0,0,0,0,0,0
Courtland Sutton,DEN,1,1,16,0,0,0,0,16,118.7,0,0,0,0,3,1,13,0,13,0,0
Melvin Gordon,DEN,0,0,0,0,0,0,0,0,,12,110,1,47,2,1,6,0,6,1,1
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,12,46,0,15,2,2,18,0,11,0,0
Tim Patrick,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,95,0,31,0,0
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,30,0,28,0,0
Noah Fant,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,16,0,16,0,0
