Player,Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL
Tua Tagovailoa,MIA,19,26,198,1,1,2,25,40,91.5,1,1,0,1,0,0,0,0,0,1,0
Jacoby Brissett,MIA,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
Duke Johnson,MIA,0,0,0,0,0,0,0,0,,13,39,0,10,0,0,0,0,0,0,0
Phillip Lindsay,MIA,0,0,0,0,0,0,0,0,,13,36,0,6,0,0,0,0,0,0,0
Myles Gaskin,MIA,0,0,0,0,0,0,0,0,,3,10,0,5,3,1,6,0,6,0,0
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,12,10,92,1,24,0,0
Mack Hollins,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,40,0,40,0,0
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,31,0,13,0,0
Mike Gesicki,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,22,0,12,0,0
Tommylee Lewis,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0
Ian Book,NOR,12,20,135,0,2,8,54,56,40.6,3,6,0,3,0,0,0,0,0,0,0
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,13,52,0,19,4,2,7,0,12,0,0
Mark Ingram,NOR,0,0,0,0,0,0,0,0,,4,17,0,7,0,0,0,0,0,0,0
Tony Jones,NOR,0,0,0,0,0,0,0,0,,2,6,0,4,0,0,0,0,0,0,0
Adam Prentice,NOR,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
Lil'Jordan Humphrey,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,70,0,56,0,0
Marquez Callaway,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,46,0,17,0,0
Ethan Wolf,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,8,0,4,0,0
Kenny Stills,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0
Nick Vannett,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
