Player,Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL
Russell Wilson,SEA,17,31,156,0,1,3,22,34,55.3,0,0,0,0,0,0,0,0,0,0,0
DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,,8,41,1,8,4,3,11,0,9,0,0
Rashaad Penny,SEA,0,0,0,0,0,0,0,0,,11,39,0,10,2,2,5,0,3,0,0
Gerald Everett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,60,0,34,0,0
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,12,6,52,0,12,0,0
Freddie Swain,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,25,0,25,0,0
Will Dissly,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0
D'Wayne Eskridge,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0
Matthew Stafford,LAR,21,29,244,2,1,4,35,42,106.1,3,-3,0,-1,0,0,0,0,0,0,0
Sony Michel,LAR,0,0,0,0,0,0,0,0,,18,92,0,39,2,2,23,0,24,0,0
Darrell Henderson,LAR,0,0,0,0,0,0,0,0,,6,23,0,6,2,2,4,0,3,0,0
Van Jefferson,LAR,0,0,0,0,0,0,0,0,,1,10,0,10,2,2,23,0,18,0,0
Cooper Kupp,LAR,0,0,0,0,0,0,0,0,,1,1,0,1,13,9,136,2,42,0,0
Ben Skowronek,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,42,0,14,0,0
Brycen Hopkins,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
Odell Beckham Jr.,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,7,0,7,0,0
Kendall Blanton,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
