Player,Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL
Patrick Mahomes,KAN,35,50,406,5,0,0,0,38,127.6,0,0,0,0,0,0,0,0,0,0,0
Tommy Townsend,KAN,1,1,16,0,0,0,0,16,118.7,0,0,0,0,0,0,0,0,0,0,0
Darrel Williams,KAN,0,0,0,0,0,0,0,0,,11,43,0,21,9,9,101,1,38,0,0
Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,3,26,0,18,3,1,6,0,6,0,0
Derrick Gore,KAN,0,0,0,0,0,0,0,0,,6,19,0,5,0,0,0,0,0,0,0
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,1,3,0,3,3,2,27,0,27,0,0
Blake Bell,KAN,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0
Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,1,2,0,2,10,7,83,2,32,1,0
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,10,8,119,0,30,0,0
Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,46,1,22,0,0
Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,23,0,13,0,0
Marcus Kemp,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,0,16,0,0
Noah Gray,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,1,1,1,0,0
Chad Henne,KAN,0,0,0,0,0,0,0,0,,2,-2,0,-1,0,0,0,0,0,0,0
Derek Carr,LVR,25,35,261,2,1,2,12,38,99.8,3,18,0,9,0,0,0,0,0,0,0
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,7,16,0,5,5,5,20,0,12,0,0
Kenyan Drake,LVR,0,0,0,0,0,0,0,0,,4,16,0,12,3,2,15,0,9,0,0
Bryan Edwards,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,88,1,37,0,0
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,46,1,15,0,0
DeSean Jackson,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,38,0,38,1,1
Darren Waller,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,24,0,11,0,0
Zay Jones,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,22,0,22,0,0
Alec Ingold,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0
Jalen Richard,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0
