Player,Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL
Drew Lock,DEN,15,22,153,0,0,2,13,40,87.9,2,10,0,5,0,0,0,0,0,0,0
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,7,12,1,3,2,2,8,0,7,0,0
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,60,0,40,0,0
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,33,0,16,0,0
Noah Fant,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,30,0,20,0,0
Tim Patrick,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,18,0,13,0,0
Albert Okwuegbunam,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
Melvin Gordon,DEN,0,0,0,0,0,0,0,0,,7,-4,0,4,1,1,4,0,4,0,0
Derek Carr,LVR,20,25,201,1,1,2,19,28,96.8,7,5,0,4,0,0,0,0,0,1,1
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,27,129,0,19,3,1,-5,0,-5,1,1
Peyton Barber,LVR,0,0,0,0,0,0,0,0,,5,22,1,8,1,1,0,0,0,0,0
Jalen Richard,LVR,0,0,0,0,0,0,0,0,,1,4,0,4,1,1,5,0,5,0,0
Foster Moreau,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,67,0,28,0,0
Zay Jones,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,50,0,15,0,0
DeSean Jackson,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,44,0,18,0,0
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,40,1,18,0,0
