Player,Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL
Joe Burrow,CIN,19,29,271,3,1,2,22,53,115.7,5,20,0,6,0,0,0,0,0,0,0
Brandon Allen,CIN,1,1,7,1,0,0,0,7,135.4,3,-3,0,-1,0,0,0,0,0,0,0
Joe Mixon,CIN,0,0,0,0,0,0,0,0,,18,94,0,18,6,5,59,1,40,1,0
Chris Evans,CIN,0,0,0,0,0,0,0,0,,4,18,0,6,3,3,49,1,24,0,0
Trayveon Williams,CIN,0,0,0,0,0,0,0,0,,6,13,0,6,0,0,0,0,0,0,0
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,97,0,53,0,0
Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,44,0,23,0,0
C.J. Uzomah,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,15,1,8,0,0
Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,7,0,7,0,0
Auden Tate,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,1,7,0,0
Drew Sample,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Jared Goff,DET,28,42,202,0,1,1,10,33,67.8,1,1,0,1,0,0,0,0,0,0,0
D'Andre Swift,DET,0,0,0,0,0,0,0,0,,13,24,1,9,7,5,43,0,15,0,0
Jamaal Williams,DET,0,0,0,0,0,0,0,0,,4,11,0,6,2,1,-2,0,-2,0,0
T.J. Hockenson,DET,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,74,0,33,0,0
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,37,0,10,0,0
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,26,0,9,0,0
Tom Kennedy,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,0,15,0,0
KhaDarel Hodge,DET,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,9,0,7,0,0
