Player,Tm,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Lng,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Lng,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_TD,Receiving_Lng,Fumbles_Fmb,Fumbles_FL
Baker Mayfield,CLE,11,21,73,1,1,2,17,13,56.2,0,0,0,0,0,0,0,0,0,1,0
Case Keenum,CLE,8,12,81,0,0,3,19,18,85.8,0,0,0,0,0,0,0,0,0,0,0
D'Ernest Johnson,CLE,0,0,0,0,0,0,0,0,,19,99,0,24,8,7,58,0,18,1,0
Jarvis Landry,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,26,0,11,0,0
Austin Hooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,25,1,11,0,0
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,18,0,13,0,0
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,16,0,16,0,0
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,11,0,11,0,0
Johnny Stanton,CLE,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0
Anthony Schwartz,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Rashard Higgins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Mac Jones,NWE,19,23,198,3,0,2,15,26,142.1,0,0,0,0,0,0,0,0,0,0,0
Brian Hoyer,NWE,3,3,85,1,0,0,0,48,158.3,2,-2,0,-1,0,0,0,0,0,0,0
Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,20,100,2,18,5,4,14,0,8,0,0
Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,3,43,0,17,4,4,98,1,48,0,0
Brandon Bolden,NWE,0,0,0,0,0,0,0,0,,3,32,0,22,3,3,38,0,20,0,0
J.J. Taylor,NWE,0,0,0,0,0,0,0,0,,6,11,0,3,0,0,0,0,0,0,0
Jakobi Meyers,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,49,1,26,0,0
Hunter Henry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,37,2,19,0,0
N'Keal Harry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,26,0,26,0,0
Nelson Agholor,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,21,0,11,0,0
